"typ","kml","vater","mutter","hskfg","hskfg2","schlupf","genera","mort","EN1","EN2","EN3","EN4","EN5","EN6","EN7","EN8","EN9","EN10","EN11","EN12","EN13","BW32","EW30","EW40","EW50","EW70","Gruppe"
11,4610005,4415795,4418568,821706,721070,2,46,NA,5,27,27,25,27,28,27,28,NA,28,26,28,26,1645,54,58.8,NA,55.6,"M_BC1"
11,4610123,4420645,4420362,821759,721075,2,46,NA,0,12,28,27,26,28,27,28,NA,27,28,27,28,1639,NA,60.2,NA,54.1,"M_BC1"
11,4610244,4421447,4418750,821707,721071,2,46,NA,13,26,28,28,26,27,28,25,NA,24,24,21,24,1669,58.5,66.9,NA,69.6,"M_BC1"
11,4610590,4420517,4422988,821742,721074,2,46,NA,5,28,27,28,28,25,28,28,NA,28,28,28,28,1750,56.3,64.1,NA,64.1,"M_BC1"
11,4610630,4417167,4423176,821795,721076,2,46,NA,18,27,26,16,26,28,28,26,NA,28,28,28,28,1677,48.7,54.4,NA,54.4,"M_BC1"
11,4610863,4416962,4421651,821710,721072,2,46,NA,4,26,27,26,27,28,27,25,NA,28,27,28,27,1276,50.9,60.1,NA,57.2,"M_BC1"
11,4611214,4411552,4413044,821800,721077,2,46,NA,19,28,27,27,26,28,28,27,NA,28,28,24,25,1738,53.6,61,NA,62.1,"M_BC1"
11,4611712,4412721,4410922,821718,721073,2,46,NA,0,27,26,27,28,25,27,28,NA,25,28,25,25,1614,54.9,68.2,NA,65.2,"M_BC1"
11,4611932,4415795,4418969,721007,721000,3,46,NA,1,24,27,27,27,27,21,27,NA,28,25,26,28,1419,52.1,57.8,NA,60.2,"M_BC1"
11,4611962,4419927,4416792,722043,721032,3,46,NA,6,28,27,28,28,28,28,27,NA,28,28,27,25,1708,59.8,64.4,NA,67.5,"M_BC1"
11,4611986,4416588,4419853,721224,721016,3,46,NA,1,28,25,28,28,27,28,28,NA,28,27,27,28,1759,55.4,NA,NA,62.4,"M_BC1"
11,4612004,4420651,4419857,722210,721047,3,46,11,0,21,28,28,28,27,27,26,NA,1,0,1,0,2031,60.3,66.2,NA,NA,"M_BC1"
11,4612005,4420651,4419857,821634,721066,3,46,NA,0,21,26,27,27,28,27,28,NA,28,28,28,28,1554,49.6,61.8,NA,66.4,"M_BC1"
11,4612020,4417728,4417200,721023,721005,3,46,NA,0,27,26,27,27,28,27,28,NA,27,28,21,19,1468,52.1,59.3,NA,59.6,"M_BC1"
11,4612030,4417728,4422199,722039,721030,3,46,NA,0,24,28,28,28,28,27,26,NA,9,28,27,24,1597,53.8,60.2,NA,62,"M_BC1"
11,4612044,4416797,4418364,721060,721008,3,46,NA,0,19,26,28,26,27,28,26,NA,27,27,23,25,1714,54.9,66.7,NA,63.8,"M_BC1"
11,4612061,4420645,4419876,722206,721045,3,46,NA,15,27,27,28,28,26,28,27,NA,27,28,28,28,1552,50.7,51.5,NA,56,"M_BC1"
11,4612070,4420645,4420377,722046,721033,3,46,NA,0,22,28,28,28,25,28,27,NA,28,25,27,28,1670,58.3,64.3,NA,63.5,"M_BC1"
11,4612089,4415778,4420364,721252,721017,3,46,NA,5,25,26,27,27,27,27,26,NA,25,26,27,28,1652,61.2,69.6,NA,70.3,"M_BC1"
11,4612152,4415991,4420787,722053,721036,3,46,NA,0,25,28,28,28,28,28,28,NA,28,27,27,26,1837,57.7,65.5,NA,63.1,"M_BC1"
11,4612183,4415963,4416983,721057,721007,3,46,NA,0,17,27,27,27,27,27,24,NA,26,21,21,21,1719,52.8,60,NA,61.6,"M_BC1"
11,4612243,4420664,4416349,722275,721061,3,46,NA,0,14,28,28,28,28,28,28,NA,28,28,28,27,1840,58.1,68.4,NA,65.6,"M_BC1"
11,4612253,4415994,4418857,722050,721035,3,46,NA,0,23,27,28,28,27,28,27,NA,27,27,27,27,1696,55,59.2,NA,63.3,"M_BC1"
11,4612260,4415994,4420638,722216,721051,3,46,NA,0,23,28,27,27,26,28,26,NA,27,26,26,28,1691,57.2,59.6,NA,60.5,"M_BC1"
11,4612263,4415994,4421649,721031,721006,3,46,NA,0,14,28,28,28,28,28,28,NA,28,28,28,28,1691,52.2,62.2,NA,57.2,"M_BC1"
11,4612296,4420514,4422989,722047,721034,3,46,NA,0,14,28,28,27,28,28,28,NA,28,27,28,28,1816,64.5,65.9,NA,64.2,"M_BC1"
11,4612444,4420517,4419925,722033,721028,3,46,NA,0,20,28,28,28,28,27,25,NA,25,27,23,22,1614,54.7,60.3,NA,59.5,"M_BC1"
11,4612447,4420517,4420378,721207,721012,3,46,NA,0,15,25,28,28,28,28,28,NA,28,28,28,28,1693,49.7,66.3,NA,62.5,"M_BC1"
11,4612472,4417167,4418251,722276,721062,3,46,NA,3,20,26,28,25,27,28,28,NA,28,28,28,26,1664,56.2,62.3,NA,58.1,"M_BC1"
11,4612473,4417167,4418251,721204,721011,3,46,10,16,28,27,28,28,28,28,17,NA,0,0,0,0,1915,49.8,55.2,NA,NA,"M_BC1"
11,4612481,4417167,4423202,722060,721038,3,46,NA,2,25,28,28,26,27,28,28,NA,28,27,28,27,1707,60.7,57.8,NA,66.4,"M_BC1"
11,4612499,4416026,4421652,721260,721018,3,46,NA,0,18,27,27,28,27,28,28,NA,28,27,27,27,1485,56.6,62.7,NA,61.1,"M_BC1"
11,4612512,4418054,4419795,722274,721060,3,46,NA,1,26,28,27,28,26,28,28,NA,27,27,28,27,1751,56.3,51.9,NA,62.6,"M_BC1"
11,4612545,4421525,4419947,721019,721004,3,46,NA,0,19,28,28,28,27,28,28,NA,27,28,27,28,1531,52.7,61,NA,59.7,"M_BC1"
11,4612555,4421525,4421712,722065,721039,3,46,10,0,23,27,27,28,28,28,24,NA,0,0,0,0,1703,56.2,64.6,NA,NA,"M_BC1"
11,4612573,4420789,4415990,722233,721054,3,46,NA,5,22,28,28,28,27,27,28,NA,27,27,25,28,1707,57,59.4,NA,60.4,"M_BC1"
11,4612581,4420789,4418307,821652,721067,3,46,NA,0,25,27,28,28,25,27,25,NA,25,25,24,24,1537,53.9,58,NA,66.6,"M_BC1"
11,4612599,4415988,4417144,721211,721013,3,46,NA,0,12,28,28,27,28,28,26,NA,28,27,28,28,1629,56,62.5,NA,68.2,"M_BC1"
11,4612610,4415988,4421476,722059,721037,3,46,NA,4,26,27,28,28,28,27,27,NA,27,25,28,25,2043,55.3,59.1,NA,59.2,"M_BC1"
11,4612634,4416730,4418252,722251,721058,3,46,NA,0,14,27,28,27,28,28,28,NA,28,28,28,28,1930,61.2,69.2,NA,62.7,"M_BC1"
11,4612694,4416996,4415794,721214,721014,3,46,NA,0,20,28,28,28,28,28,26,NA,26,26,28,27,1731,55.2,58.5,NA,59.2,"M_BC1"
11,4612771,4316384,4322943,721215,721015,3,46,NA,0,22,26,27,28,26,28,26,NA,28,28,27,28,1622,52.3,55.8,NA,55.9,"M_BC1"
11,4612789,4316181,4319045,722025,721025,3,46,NA,0,27,28,27,28,28,28,27,NA,25,28,26,27,1787,54.3,59.1,NA,63.8,"M_BC1"
11,4612792,4316181,4322777,722020,721024,3,46,NA,0,22,28,28,27,26,28,26,NA,28,25,28,28,1655,55.8,59.2,NA,62.9,"M_BC1"
11,4612806,4316174,4322925,722026,721026,3,46,NA,0,24,28,28,28,28,28,27,NA,27,27,26,26,1768,58.9,66.1,NA,70.8,"M_BC1"
11,4612838,4410400,4411527,721069,721009,3,46,10,0,17,28,27,27,28,28,27,NA,4,0,2,0,1799,56.1,60.2,NA,NA,"M_BC1"
11,4612839,4410400,4411527,821595,721064,3,46,NA,0,15,26,28,28,26,27,27,NA,27,28,26,26,1683,47.3,56.1,NA,61.7,"M_BC1"
11,4612968,4411523,4411572,722042,721031,3,46,NA,0,24,28,27,28,27,25,25,NA,27,27,28,28,1522,53.8,63.2,NA,61.8,"M_BC1"
11,4612969,4411523,4413015,722002,721020,3,46,NA,0,19,26,25,28,27,28,25,NA,26,25,25,25,1839,60.6,63.7,NA,64.6,"M_BC1"
11,4613005,4311783,4411901,722220,721052,3,46,NA,17,26,25,28,28,28,28,27,NA,26,26,27,25,1714,58.4,58.6,NA,59.1,"M_BC1"
11,4613082,4415099,4413648,821625,721065,3,46,NA,5,27,21,24,25,27,28,25,NA,26,25,27,27,1480,49.8,50.8,NA,60,"M_BC1"
11,4613140,4412146,4413695,722247,721057,3,46,NA,2,27,26,25,28,27,28,27,NA,27,28,27,26,1576,54,58.1,NA,59.6,"M_BC1"
11,4613142,4412146,4415100,722236,721055,3,46,NA,0,22,28,28,25,26,23,25,NA,4,0,0,0,1593,55.4,52.8,NA,NA,"M_BC1"
11,4613143,4412146,4415100,722034,721029,3,46,NA,5,26,27,14,21,28,28,28,NA,27,28,28,28,1643,58.4,69,NA,67.4,"M_BC1"
11,4613251,4413901,4414517,722028,721027,3,46,NA,0,16,28,28,28,28,28,26,NA,26,25,26,27,1539,52.6,59.2,NA,61.9,"M_BC1"
11,4613268,4411226,4413523,721276,721019,3,46,NA,0,26,28,28,26,28,28,27,NA,27,26,27,27,1691,53.5,63.5,NA,62.3,"M_BC1"
11,4613269,4411226,4413523,821572,721063,3,46,NA,5,27,27,24,28,27,27,28,NA,28,27,28,28,1756,53.3,58.2,NA,59.7,"M_BC1"
11,4613290,4413276,4415109,821675,721068,3,46,NA,0,27,28,26,27,28,28,27,NA,27,28,27,27,1728,51.7,60.7,NA,61.4,"M_BC1"
11,4613337,4413513,4415014,721074,721010,3,46,NA,0,20,28,28,27,28,27,28,NA,27,27,26,28,1847,57.2,62.4,NA,68.8,"M_BC1"
11,4613340,4413513,4415107,722207,721046,3,46,NA,0,25,28,28,28,27,28,28,NA,27,28,28,23,1749,56.7,63.9,NA,66.7,"M_BC1"
11,4613341,4413513,4415471,821693,721069,3,46,NA,12,24,28,28,27,28,28,27,NA,27,28,28,28,1807,48,56.8,NA,59.2,"M_BC1"
11,4613343,4413513,4415629,722016,721023,3,46,NA,5,23,28,28,28,28,28,28,NA,20,23,28,26,2160,60.5,63.7,NA,71.5,"M_BC1"
11,4613348,4411574,4411228,722212,721049,3,46,NA,7,26,25,28,28,28,27,25,NA,27,26,28,27,1838,57.2,63.1,NA,69,"M_BC1"
11,4613354,4411574,4411511,722215,721050,3,46,NA,0,21,28,28,28,27,28,28,NA,27,26,28,28,2216,55.1,61.8,NA,62.8,"M_BC1"
11,4613388,4411969,4410278,722077,721042,3,46,NA,4,26,28,28,28,28,28,28,NA,27,28,26,25,1776,54.8,63.9,NA,64.5,"M_BC1"
11,4613429,4412752,4411907,722203,721044,3,46,NA,11,27,28,27,27,26,28,28,NA,28,27,27,25,1688,53.3,63.8,NA,64.1,"M_BC1"
11,4613440,4412752,4414955,722075,721040,3,46,NA,0,24,27,28,28,28,28,28,NA,28,28,28,28,1829,56.6,61.9,NA,60.6,"M_BC1"
11,4613519,4411749,4411363,722076,721041,3,46,NA,5,27,28,28,27,28,27,28,NA,27,28,25,26,1625,56.4,56.1,NA,59,"M_BC1"
11,4613525,4411749,4412740,722200,721043,3,46,NA,9,26,26,26,25,28,28,28,NA,24,15,25,26,1568,58.6,59.7,NA,66.1,"M_BC1"
11,4613583,4413649,4410031,722257,721059,3,46,NA,3,28,27,28,26,28,28,26,NA,28,28,27,27,1460,54.8,52.2,NA,52,"M_BC1"
11,4613593,4413649,4415515,722007,721021,3,46,NA,1,26,28,28,26,26,27,28,NA,27,25,27,28,NA,55,61.2,NA,56.6,"M_BC1"
11,4613594,4413649,4415515,722238,721056,3,46,NA,4,28,27,28,28,27,28,28,NA,26,28,28,26,1619,56.2,54.4,NA,63.3,"M_BC1"
11,4613598,4411349,4410253,721009,721002,3,46,9,0,25,25,22,26,25,27,0,NA,0,0,0,2,1707,53.4,60.8,NA,NA,"M_BC1"
11,4613600,4411349,4410920,722211,721048,3,46,NA,7,28,28,28,26,28,28,27,NA,27,25,26,26,1901,57.6,61.7,NA,59.6,"M_BC1"
11,4613626,4412721,4412138,721008,721001,3,46,10,0,21,27,26,28,28,28,0,NA,0,0,0,0,1535,56.9,65.3,NA,NA,"M_BC1"
11,4613631,4412721,4413696,722015,721022,3,46,NA,0,21,28,26,28,27,28,25,NA,26,27,26,25,1567,55.6,58.4,NA,56.4,"M_BC1"
11,4613635,4412721,4414750,721015,721003,3,46,NA,0,15,27,28,28,27,28,27,NA,27,28,27,28,1680,56.8,61,NA,64.3,"M_BC1"
11,4613653,4414502,4412860,722227,721053,3,46,NA,0,22,28,26,28,27,28,27,NA,25,24,28,27,1726,59.5,59.6,NA,63.2,"M_BC1"
11,4728924,4611299,4612450,722048,722048,15,47,NA,27,27,28,27,28,27,28,28,NA,25,27,26,27,1649,62,63.8,62.6,68.2,"M_BC2"
11,4728940,4611299,4612053,722245,722075,15,47,NA,20,26,28,28,28,27,28,28,NA,24,25,27,23,1565,57.7,62.1,57.9,63.6,"M_BC2"
11,4728952,4611299,4611898,722240,722063,15,47,9,9,26,28,28,27,28,23,25,NA,NA,NA,NA,NA,1643,63.5,64.7,65.4,NA,"M_BC2"
11,4728953,4611299,4611898,722020,722020,15,47,NA,22,26,18,27,28,28,27,27,NA,24,26,25,25,1733,49.3,55.4,56.9,60.5,"M_BC2"
11,4728978,4411911,4611304,722229,722051,15,47,NA,27,26,28,26,28,28,27,27,NA,27,27,26,23,1591,59,66.6,69,68.6,"M_BC2"
11,4728991,4612165,4612436,722026,722026,15,47,NA,26,27,28,28,28,27,28,28,NA,28,28,28,26,1774,62.6,64.6,65.3,64.4,"M_BC2"
11,4729003,4612165,4610099,722037,722037,15,47,NA,26,28,28,28,28,27,23,27,NA,26,28,26,23,1595,59.6,61.3,63.1,64.4,"M_BC2"
11,4729052,4611296,4612246,722211,722016,15,47,NA,16,26,28,26,28,27,27,28,NA,23,23,25,26,1660,65.1,67,69.2,63.2,"M_BC2"
11,4729065,4611296,4612052,722004,722004,15,47,NA,14,26,26,27,27,27,25,26,NA,25,25,26,24,1734,59.4,59.8,61.2,67,"M_BC2"
11,4729080,4611296,4611429,722050,722050,15,47,NA,24,28,28,26,28,28,26,27,NA,26,27,27,28,1667,55.8,57.5,57.6,62.1,"M_BC2"
11,4729082,4611296,4611429,722028,722028,15,47,NA,25,28,27,28,27,27,27,15,NA,27,27,25,28,1542,56.8,55.3,57.1,59.7,"M_BC2"
11,4729086,4611296,4613132,722041,722041,15,47,NA,21,26,24,26,28,25,26,28,NA,28,27,27,25,1706,59.9,62.5,65.4,66.3,"M_BC2"
11,4729096,4610015,4610392,722070,722070,15,47,NA,24,28,27,28,26,28,28,27,NA,26,26,25,24,1636,53.7,54.9,55.5,56.2,"M_BC2"
11,4729108,4610015,4613083,722209,722011,15,47,NA,25,27,28,28,12,28,27,27,NA,26,28,28,28,1641,57.3,NA,60.1,57.8,"M_BC2"
11,4729110,4610015,4611672,722012,722012,15,47,NA,28,28,28,28,28,28,28,28,NA,27,28,25,24,1661,54,58.7,56,57.2,"M_BC2"
11,4729124,4610015,4613126,722036,722036,15,47,NA,26,23,27,28,28,27,27,26,NA,27,24,25,28,1608,56.2,55.1,57.4,56.2,"M_BC2"
11,4729125,4610015,4613126,722059,722059,15,47,NA,27,28,28,28,26,27,28,26,NA,26,27,14,23,1450,60.4,57.7,57.5,62.6,"M_BC2"
11,4729180,4610319,4612286,722204,722008,15,47,NA,20,22,26,26,27,18,22,22,NA,25,24,24,19,1740,58.6,55.4,55.2,60.9,"M_BC2"
11,4729241,4612446,4613208,722067,722067,15,47,NA,21,27,26,28,28,28,28,28,NA,28,25,27,24,1796,60.7,62.9,64,61.9,"M_BC2"
11,4729274,4614031,4611199,722001,722001,15,47,NA,9,27,28,28,27,28,28,28,NA,27,28,27,24,1658,60.3,62.7,61.6,63.1,"M_BC2"
11,4729282,4614031,4611468,722025,722025,15,47,NA,19,26,26,26,27,28,26,27,NA,27,26,26,13,1507,60.2,61.3,63.3,66.1,"M_BC2"
11,4729302,4611933,4611197,722057,722057,15,47,NA,15,22,20,22,8,17,14,24,NA,19,12,5,16,1476,56.8,60.4,NA,NA,"M_BC2"
11,4729306,4611933,4611795,722029,722029,15,47,NA,25,28,25,28,24,27,28,28,NA,28,27,25,22,1553,53.2,61.5,59.7,62.8,"M_BC2"
11,4729309,4611933,4613361,722220,722027,15,47,NA,17,26,27,28,27,28,26,24,NA,12,6,3,2,1401,62.2,63.3,61.6,NA,"M_BC2"
11,4729325,4611305,4612519,722232,722052,15,47,NA,27,16,20,25,11,19,23,20,NA,9,25,23,24,1446,48.1,NA,59.6,59.3,"M_BC2"
11,4729328,4611305,4612054,722047,722047,15,47,NA,27,26,27,28,28,28,26,27,NA,26,25,18,26,1691,63,61.2,66.2,67.6,"M_BC2"
11,4729345,4611305,4611542,722005,722005,15,47,NA,22,26,28,28,28,26,28,26,NA,26,27,25,24,1766,61.6,66.4,67.6,71,"M_BC2"
11,4729346,4611305,4611542,722216,722021,15,47,11,26,27,28,28,27,28,28,26,NA,24,1,0,0,1826,64.7,60.5,65,NA,"M_BC2"
11,4729347,4611305,4611542,722056,722056,15,47,NA,21,26,22,27,24,26,24,25,NA,23,22,23,19,1837,69.9,73.2,75.8,78.8,"M_BC2"
11,4729391,4611709,4611594,722013,722013,15,47,NA,20,26,27,27,28,28,28,28,NA,27,28,28,21,1609,62.3,64.2,67.9,66.6,"M_BC2"
11,4729394,4611709,4611067,722244,722068,15,47,NA,23,25,24,28,27,28,27,27,NA,24,17,25,25,1797,64.4,67.2,67.1,65.4,"M_BC2"
11,4729402,4613362,4610827,722033,722033,15,47,11,23,26,27,26,28,28,28,28,NA,28,20,0,0,1850,61.9,64,65.7,NA,"M_BC2"
11,4729411,4613362,4611954,722000,722000,15,47,NA,28,28,28,28,28,28,28,28,NA,26,28,28,28,1581,60.3,62.1,61,64.8,"M_BC2"
11,4729440,4610012,4611147,722214,722017,15,47,NA,26,27,26,28,28,22,27,28,NA,24,28,27,9,1599,55.9,62,63.3,63.8,"M_BC2"
11,4729445,4610012,4613133,722062,722062,15,47,NA,11,24,28,24,25,28,27,27,NA,27,28,28,25,1775,62.4,63.2,60.1,67.8,"M_BC2"
11,4729453,4610012,4611469,722055,722055,15,47,NA,14,26,28,27,27,28,28,28,NA,28,25,28,27,1877,68.8,69.2,70.6,70.9,"M_BC2"
11,4729460,4615757,4612593,722207,722010,15,47,NA,27,27,22,28,28,27,28,28,NA,27,27,25,25,1829,61.7,65.6,62.9,68.7,"M_BC2"
11,4729465,4615757,4610577,722223,722035,15,47,NA,15,1,0,0,0,0,0,0,NA,0,0,0,0,1943,NA,NA,NA,NA,"M_BC2"
11,4729487,4610583,4612154,722235,722058,15,47,NA,11,27,23,28,24,26,27,25,NA,24,24,23,26,1882,57.2,66.4,70.7,67,"M_BC2"
11,4729488,4610583,4612154,722032,722032,15,47,NA,20,23,27,25,27,24,27,27,NA,24,24,22,26,1982,64.3,68.7,72.8,71.2,"M_BC2"
11,4729521,4614934,4610464,722234,722054,15,47,NA,25,26,28,28,25,26,27,28,NA,25,27,26,28,1466,60.5,59.2,61.4,62,"M_BC2"
11,4729534,4614934,4613084,722046,722046,15,47,NA,26,26,28,28,28,28,27,28,NA,28,22,25,25,1492,61.2,65.4,64.5,69.9,"M_BC2"
11,4729559,4612162,4610321,722072,722072,15,47,NA,27,28,28,28,28,28,28,27,NA,28,28,28,25,1553,63.1,64.5,62.5,68.1,"M_BC2"
11,4729569,4612162,4611283,722221,722031,15,47,NA,20,27,28,28,17,27,27,28,NA,25,28,25,27,1496,60.2,65.3,68.4,64,"M_BC2"
11,4729574,4612162,4611332,722200,722003,15,47,NA,22,28,24,28,26,27,24,27,NA,28,27,26,26,1660,62.7,65,68.6,64.9,"M_BC2"
11,4729579,4612162,4611882,722076,722076,15,47,12,25,27,27,28,28,27,28,27,NA,26,22,0,0,1554,57.4,60,57.2,NA,"M_BC2"
11,4729586,4610035,4610724,722210,722014,15,47,NA,24,13,28,28,26,28,28,27,NA,26,26,26,26,1834,60.9,63.7,64,65.2,"M_BC2"
11,4729593,4610035,4612646,722039,722039,15,47,NA,22,21,27,25,28,26,26,25,NA,26,28,26,27,1848,60.3,64.4,66.3,67.4,"M_BC2"
11,4729605,4610035,4612991,722227,722043,15,47,NA,24,27,28,27,27,28,27,28,NA,26,25,21,22,1681,63.5,58.1,63,65.8,"M_BC2"
11,4729610,4610035,4613217,722061,722061,15,47,NA,26,28,28,28,28,26,27,27,NA,20,27,27,27,1644,63.1,61.7,61.6,69.1,"M_BC2"
11,4729626,4614028,4611060,722066,722066,15,47,NA,20,28,27,25,26,28,28,28,NA,26,27,25,22,1556,68.9,66.4,66.6,70.7,"M_BC2"
11,4729635,4615063,4612544,722015,722015,15,47,10,15,28,28,27,27,28,28,27,NA,7,0,0,0,1797,56.4,61,62.2,65.9,"M_BC2"
11,4729636,4615063,4612544,722040,722040,15,47,NA,18,28,28,28,28,28,28,28,NA,27,28,22,22,1737,59.5,61.1,61,69.4,"M_BC2"
11,4729641,4615063,4610126,722228,722044,15,47,NA,17,28,28,28,19,28,28,28,NA,27,28,27,24,1500,61.9,59.4,63,61.5,"M_BC2"
11,4729643,4615063,4610609,722237,722060,15,47,NA,21,24,26,27,27,28,28,24,NA,27,26,27,24,1755,59.1,66.2,64.9,66.6,"M_BC2"
11,4729648,4615063,4610618,722019,722019,15,47,NA,15,28,28,27,28,27,28,28,NA,27,26,27,28,2023,59.6,63,63.2,64.4,"M_BC2"
11,4729656,4615063,4611956,722049,722049,15,47,NA,25,28,28,28,28,28,28,17,NA,26,28,27,25,1743,58.7,60.6,58.6,60.1,"M_BC2"
11,4729664,4615063,4613228,722071,722071,15,47,NA,19,25,28,28,28,28,26,26,NA,28,26,25,20,1711,61.6,63,62.6,65.1,"M_BC2"
11,4729665,4615063,4613228,722034,722034,15,47,NA,26,28,27,28,28,28,27,26,NA,27,27,27,24,1593,61.2,61.5,65,68.1,"M_BC2"
11,4729697,4615184,4611290,722073,722073,15,47,NA,11,28,27,27,28,27,28,27,NA,26,25,22,25,1851,62.9,65.5,66.2,70.8,"M_BC2"
11,4729699,4615184,4611290,722053,722053,15,47,NA,8,7,11,10,2,8,5,6,NA,7,3,4,7,1896,63.4,NA,NA,NA,"M_BC2"
11,4729712,4612777,4611593,722077,722077,15,47,NA,27,28,28,28,28,27,27,26,NA,26,27,27,27,1804,60.8,61.1,59,60.6,"M_BC2"
11,4729713,4612777,4611593,722006,722006,15,47,NA,23,27,27,27,28,27,28,28,NA,27,28,27,26,1719,57.9,57.8,56.1,67.2,"M_BC2"
11,4729714,4612777,4611593,722074,722074,15,47,NA,27,25,28,27,28,28,28,25,NA,25,26,27,28,1872,61.3,59.8,59.1,62,"M_BC2"
11,4729734,4610579,4610332,722030,722030,15,47,NA,19,24,28,28,28,28,27,28,NA,28,27,22,24,1790,56.3,62.8,63.7,63.9,"M_BC2"
11,4729737,4610579,4612067,722007,722007,15,47,12,21,27,27,27,27,28,28,28,NA,27,26,11,0,1755,63.1,64.4,62.5,NA,"M_BC2"
11,4729742,4610579,4611971,722042,722042,15,47,11,14,25,26,28,28,28,27,26,NA,25,19,0,0,1790,56.4,66.2,66.7,NA,"M_BC2"
11,4729754,4610579,4610762,722009,722009,15,47,NA,23,28,27,27,28,27,21,27,NA,14,5,0,0,1825,65.5,65.4,60.6,NA,"M_BC2"
11,4729760,4610579,4611061,722065,722065,15,47,NA,16,25,28,28,27,28,28,28,NA,25,28,26,24,1801,59.6,64.4,63.9,69.1,"M_BC2"
11,4729790,4610024,4612988,722002,722002,15,47,NA,25,27,26,28,28,28,28,28,NA,26,27,27,23,1688,54.1,57.9,60.9,58.8,"M_BC2"
11,4729802,4610024,4611202,722218,722022,15,47,NA,14,28,27,27,27,27,27,24,NA,26,28,27,24,1568,57.9,60.8,59.6,60.7,"M_BC2"
11,4729820,4613233,4611059,722024,722024,15,47,NA,24,23,28,28,28,28,25,27,NA,26,25,21,24,1783,61,63.7,66.4,65.7,"M_BC2"
11,4729824,4613233,4611192,722018,722018,15,47,NA,5,28,27,27,28,28,27,27,NA,21,25,25,23,1648,62.6,69.3,69.8,69.2,"M_BC2"
11,4729831,4610111,4612541,722069,722069,15,47,NA,23,27,23,20,26,28,27,28,NA,28,28,28,24,1579,NA,61.7,63.9,61.6,"M_BC2"
11,4729832,4610111,4612541,722242,722064,15,47,NA,22,28,27,28,28,27,27,27,NA,17,25,27,24,1565,53.8,59.1,61.8,58.2,"M_BC2"
11,4729835,4610111,4610828,722023,722023,15,47,NA,21,26,28,28,27,28,26,26,NA,18,19,23,18,1972,63.1,62.1,61.4,73.1,"M_BC2"
11,4729855,4610111,4611088,722045,722045,15,47,NA,16,26,27,28,28,27,26,25,NA,28,26,28,27,1505,59.2,58.1,60.3,60.1,"M_BC2"
11,4729864,4610203,4610809,722224,722038,15,47,NA,12,26,23,27,28,27,27,25,NA,20,27,25,19,1483,59,63.2,62,67.6,"M_BC2"
12,4788892,4585486,4611932,712221,712221,15,47,NA,18,27,26,28,23,24,27,21,NA,28,23,23,26,1635,55.3,NA,54.4,63.2,"BC1"
12,4788895,4585486,4613635,712206,712206,15,47,NA,20,27,28,27,28,28,28,28,NA,25,26,24,15,1991,62,64.3,64.1,69.6,"BC1"
12,4788902,4585486,4612545,712215,712215,15,47,NA,4,25,28,28,28,28,27,28,NA,23,18,23,20,1903,58.9,56.9,59.4,63.3,"BC1"
12,4788907,4585488,4612020,712405,712405,15,47,NA,10,26,25,28,27,28,26,27,NA,27,27,28,28,1797,62.2,62.5,65.9,67,"BC1"
12,4788908,4585488,4612020,712228,712228,15,47,NA,20,28,28,27,27,28,28,25,NA,27,28,26,24,1774,56.4,61.3,62.9,61.1,"BC1"
12,4788911,4585488,4612263,712213,712213,15,47,NA,25,26,27,27,28,27,27,27,NA,23,25,26,26,1773,49.5,53.7,54.9,59,"BC1"
12,4788912,4585488,4612263,712208,712208,15,47,NA,13,27,26,27,27,27,28,25,NA,27,25,26,26,2009,64.2,65.8,69.5,67.5,"BC1"
12,4788913,4585488,4612263,712437,712437,15,47,NA,28,28,28,28,26,28,26,26,NA,26,28,24,23,1768,54.2,51.9,NA,61.2,"BC1"
12,4788915,4585488,4612183,712268,712268,15,47,NA,24,28,27,9,2,28,28,26,NA,27,28,26,27,1750,59.2,NA,61.3,63.9,"BC1"
12,4788916,4585488,4612183,712474,712474,15,47,NA,23,26,26,22,26,0,20,28,NA,28,28,27,18,1978,59.9,57.9,68.7,65.5,"BC1"
12,4788919,4585488,4612044,712219,712219,15,47,NA,14,27,15,24,17,25,17,26,NA,26,23,26,26,1716,57.2,NA,72.2,71.8,"BC1"
12,4788920,4585488,4612044,712216,712216,15,47,NA,18,28,28,26,28,28,28,28,NA,28,27,28,25,1749,59.1,60.8,62,61.7,"BC1"
12,4788924,4585518,4613337,712400,712400,15,47,NA,13,28,28,26,27,27,28,28,NA,23,24,23,24,2083,60.5,67.5,65,72.8,"BC1"
12,4788932,4585518,4612447,712432,712432,15,47,NA,24,28,28,25,27,28,28,28,NA,25,24,25,25,2168,62.7,68.2,70.2,76.7,"BC1"
12,4788934,4585518,4612599,712439,712439,15,47,NA,14,27,26,26,25,25,23,21,NA,19,19,20,18,1759,62,64.2,66,71.2,"BC1"
12,4788938,4585518,4612694,712209,712209,15,47,NA,22,28,27,26,27,28,28,26,NA,28,28,26,7,1623,55.3,57.8,60.2,59.2,"BC1"
12,4788939,4585518,4612694,712263,712263,15,47,NA,20,27,27,26,26,26,25,27,NA,24,24,24,23,1752,56.9,57,62.3,60.6,"BC1"
12,4788942,4585487,4612771,712269,712269,15,47,NA,26,26,24,28,28,28,27,28,NA,28,28,28,28,2013,50.5,57,55.5,54.4,"BC1"
